halt_id,halt_diva,halt_kurz,halt_lang,halt_ist_aktiv
2598,2450,SPRE,"Zürich, Sprecherstrasse",True
2599,3714,BINC,"Zürich, Binz Center",True
2600,2451,SPYR,"Zürich, Spyriplatz",True
2601,3715,BOST,"Zürich, Bocklerstrasse",True
2603,1539,LERC,"Zürich, Lerchenhalde",True
2604,3717,CHIN,"Zürich, Chinagarten",True
2605,530,BRAN,"Zürich, Brandschenkestrasse",True
2606,1194,HINT,"Zürich, Hinterbergstrasse",True
2607,1626,MEIE,"Zürich, Meierhofplatz",True
2608,2289,SWEG,"Zürich, Schumacherweg",True
2609,3804,NBRU,"Zürich, Neunbrunnen",True
2610,1280,HOEB,"Zürich, Hönggerberg",True
2612,1456,KRES,"Zürich, Kreuzstrasse",True
2613,6648,WURZ,"Zürich, Würzgraben",True
2614,2800,WAIF,"Zürich, Waidfussweg",True
2615,1286,HOES,"Zürich, Höschgasse",True
2616,2375,SENN,"Zollikerberg, Sennhof",True
2617,2801,WAIH,"Zürich, Waidhof",True
2618,1288,HUEG,"Zürich, Hügelstrasse",True
2619,2803,WAIS,"Zürich, Waidspital",True
2620,3466,FRST,"Zürich, Freiestrasse",True
2621,3469,HOFS,"Zürich, Hofstrasse",True
2622,1547,LETT,"Zürich, Lettenstrasse",True
2623,459,BDOL,"Zürich, Bergstation Dolderbahn",True
2624,711,DREW,"Zürich, Dreiwiesen",True
2625,2461,STAD,"Zürich, Stadtgrenze",True
2626,1549,LPAW,"Zürich, Letzipark West",True
2627,2638,TALW,"Zürich, Talwiesenstrasse",True
2628,715,DUFP,"Zollikon, Dufourplatz",True
2629,1379,KEMP,"Zürich, Kempfhofsteig",True
2630,718,TONA,"Zürich, Toni-Areal",True
2631,544,FBRU,"Fällanden, Bruggacher",True
2632,546,BRUM,"Zürich, Brunau/Mutschellenstr.",True
2633,2722,UETL,"Zürich, Uetlihof",True
2634,2298,SHOL,"Zürich, Schwandenholz",True
2635,800,EGUT,"Zürich, Eschergutweg",True
2636,1292,HUER,"Zürich, Hürstholz",True
2637,3470,HSTG,"Zürich, Hölderlinsteig",True
2638,3645,BOGA,"Zürich, Botanischer Garten",True
2639,3648,KLOB,"Zürich, Klosbach",True
2640,2385,SIEM,"Zürich, Siemens",True
2641,1724,NEUM,"Zürich, Neumarkt",True
2642,462,BEST,"Küsnacht ZH, Bergstrasse",True
2643,3477,SRUC,"Zürich, Schweizer Rück",True
2645,467,BERO,"Zürich, Bernoulli-Häuser",True
2646,468,BERT,"Zürich, Bertastrasse",True
2647,1641,MICH,"Zürich, Michelstrasse",True
2648,3566,SHOE,"Zürich, Schützenhaus Höngg",True
2649,1818,OBWA,"Küsnacht ZH, Oberwacht",True
2650,1644,MILA,"Zürich, Militär-/Langstrasse",True
2651,2907,WILD,"Zürich, Wildbachstrasse",True
2653,3826,HASE,"Zollikerberg, Hasenbart",True
2654,1478,KAMM07,"Dübendorf, Kämmaten",True
2655,470,BESE,"Zürich, Besenrainstrasse",True
2656,471,BETH,"Zürich, Bethanien",True
2657,2396,SIHS,"Zürich, Sihlstrasse",True
2658,2398,SIHW,"Zürich, Sihlweidstrasse",True
2659,476,BEUG,"Zollikon, Beugi",True
2660,902,FRIB,"Zürich, Friesenberg",True
2662,904,FRIE,"Zürich, Friesenbergstrasse",True
2663,3744,ZENK,"Küsnacht ZH, Zentrum",True
2664,3747,TRIC,"Zollikerberg, Trichtenhauserm.",True
2665,2659,THUJ,"Zürich, Thujastrasse",True
2666,735,ETHH,"Zürich, ETH Hönggerberg",True
2667,1483,KAES,"Zürich, Käshaldenstrasse",True
2669,824,FBST,"Zollikon, Felbenstrasse",True
2670,1488,BKUE,"Küsnacht ZH, Bahnhof",True
2671,2831,WART,"Zürich, Wartau",True
2672,1744,NORH,"Zürich, Nordheimstrasse",True
2673,1745,NORS,"Zürich, Nordstrasse",True
2674,2834,SEER,"Zürich, Seerose",True
2675,6009,RREB,"Rüschlikon, Rebsteig",True
2676,2838,DWAS07,"Dübendorf, Wasserfurren",True
2677,489,GRUB,"Zürich, Grubenstrasse",True
2678,916,FRYM,"Zürich, Frymannstrasse",True
2680,917,FROE,"Zürich, Fröhlichstrasse",True
2681,6599,ZOLL,"Aesch bei Maur, Zollingerheim",True
2682,573,BUHN,"Zürich, Buhnstrasse",True
2683,3587,BERU,"Zürich, Berufswahlschule",True
2684,3588,VULK,"Zürich, Vulkanstrasse",True
2687,2754,UNTM,"Zürich, Untermoosstrasse",True
2689,832,FELD,"Zürich, Feldeggstrasse",True
2693,1753,NUER,"Zürich, Nürenbergstrasse",True
2694,3001,ORIO,"Zürich, Orionstrasse",True
2695,6015,WINS,"Zürich, Winzerstrasse Süd",True
2696,3003,BZOL,"Zollikon, Bahnhof",True
2698,2671,TOBE,"Zürich, Tobelhof",True
2699,3005,ZOO,"Zürich, Zoo",True
2700,6019,WAFB,"Zürich, Waffenplatz-/Bederstr.",True
2701,2673,TOBL,"Zürich, Toblerplatz",True
2702,498,BIRD,"Zürich, Birchdörfli",True
2704,3765,STOD,"Zürich, Stodolastrasse",True
2705,927,FOER,"Zürich, Förrlibuckstrasse",True
2706,3767,SEGE,"Zürich, Segeten",True
2707,3768,STBU,"Zürich, Staudenbühl",True
2708,3769,TFUS,"Zürich, Trichtenhausenfussweg",True
2709,3594,EPIK,"Zürich, EPI-Klinik",True
2710,2934,WINH,"Zürich, Winzerhalde",True
2711,2935,WINZ,"Zürich, Winzerstrasse",True
2712,2937,WIPK,"Zürich, Wipkingerplatz",True
2713,840,FELL,"Zürich, Fellenbergstrasse",True
2714,2596,STRV,"Zürich, Strassenverkehrsamt",True
2715,1006,GDOR,"Gockhausen, Dorf",True
2716,6020,GLAS,"Zürich, Glaubtenstrasse Süd",True
2718,1007,GOLD,"Zürich, Goldackerweg",True
2720,2852,WEID,"Rüschlikon, Weidstrasse",True
2721,3011,ZWEI,"Zürich, Zweiackerstrasse",True
2722,1272,HOEF,"Zürich, Höfliweg",True
2723,1273,DHOG07,"Dübendorf, Högler",True
2729,1590,LUEG,"Zürich, Luegisland",True
2730,1592,LETB,"Zürich, Letzibach",True
2731,3015,ZWIE,"Zürich, Zwielplatz",True
2732,1769,OBHE,"Küsnacht ZH, Obere Heslibachst",True
2733,933,GART,"Küsnacht ZH, Gartenstrasse",True
2734,2858,WEIH,"Zürich, Weihersteig",True
2735,4,ZOOF,"Zürich, Zoo/Forrenweid",True
2736,3772,WACH,"Zürich, Wiesliacher",True
2737,2859,WEIK,"Kilchberg ZH, Weinbergstrasse",True
2738,3018,ZWIN,"Zürich, Zwinglihaus",True
2739,3773,BUZE,"Zürich, Buchzelgstrasse",True
2740,7,AARG,"Zürich, Aargauerstrasse",True
2742,769,ELWA,"Zürich, Elektrowatt",True
2743,6117,SRIE,"Zürich, Stierenried",True
2744,594,BAER,"Zürich, Bärenbohlstrasse",True
2745,2776,VERE,"Zürich, Verenastrasse",True
2746,1011,GOBA,"Küsnacht ZH, Goldbacherstrasse",True
2747,1013,GOHA,"Zollikon, Goldhaldenplatz",True
2748,2779,VOGE,"Zürich, Vogelsangstrasse",True
2749,2104,ROSE,"Zürich, Rosengartenstrasse",True
2750,857,FWEG,"Zürich, Fischerweg",True
2752,2108,ROTB,"Zürich, Rotbuchstrasse",True
2754,1779,OBFE,"Küsnacht ZH, Oberfeld",True
2755,2695,TAEG,"Itschnach, Tägermoos",True
2756,3029,HSBB,"Zürich, Bahnhof Hardbrücke",True
2757,1106,HABA,"Küsnacht ZH, Hallenbad",True
2758,3786,OKEN,"Zürich, Okenstrasse",True
2759,3787,BUHO,"Zürich, Buchholz",True
2760,1863,PAKI,"Kilchberg ZH, Paradiessteig",True
2761,3788,MAIL,"Zürich, Maillartstrasse",True
2762,1864,PARU,"Kilchberg ZH, Paradiesstrasse",True
2763,3789,BOLL,"Zürich, Bollingerweg",True
2764,1865,HURL,"Zürich, Hürlimannplatz",True
2765,2956,WONE,"Zürich, Wonnebergstrasse",True
2766,2788,VOLT,"Zürich, Voltastrasse",True
2767,6214,URSP,"Gockhausen, Ursprungstrasse",True
2768,2113,RBRU,"Zürich, Rudolf-Brun-Brücke",True
2769,867,FLUR,"Zürich, Flurstrasse",True
2770,1026,GRIM,"Zürich, Grimselstrasse",True
2771,868,FLUE,"Zürich, Flühgasse",True
2772,2872,WERD,"Zürich, Werdhölzli",True
2773,6304,KOES,"Zürich, Köschenrüti",True
2774,2030,RATH,"Zürich, Rathaus",True
2775,3797,ARAN,"Zürich, Albisrank",True
2777,3123,IMGU,"Zürich, Im Gut",True
2778,2035,REBE,"Zürich, Rebbergsteig",True
2779,788,ENGV,"Zürich, Englischviertelstrasse",True
2780,2038,REBW,"Itschnach, Rebweg",True
2781,2795,WAFF,"Zürich, Waffenplatzstrasse",True
2782,118,AUFB,"Kilchberg ZH, Auf Brunnen",True
2783,2120,RAEF,"Zürich, Räffelstrasse",True
2784,2799,WAIB,"Zürich, Waidbadstrasse",True
2785,2122,RAEN,"Küsnacht ZH, Ränkestrasse",True
2787,2127,ROEN,"Zürich, Röntgenstrasse",True
2788,3041,BTIE,"Zürich, Bahnhof Tiefenbrunnen",True
2789,3043,BWIP,"Zürich, Bahnhof Wipkingen",True
2790,961,GDEH,"Zollikon, Gemeindehaus",True
2791,3045,ZUER,"Zürich, Zürichbergstrasse",True
2792,1120,HARH,"Zürich, Hardhof",True
2795,2040,RWIE,"Zollikon, Rebwiesstrasse",True
2796,2043,RKIK,"Küsnacht ZH, Reform. Kirche",True
2797,3133,FJUG,"Fällanden, Jugendherberge",True
2798,3134,MASC,"Maur, Aschbach",True
2799,1889,PLAT,"Zürich, Platte",True
2800,3138,KABU,"Zürich, Kappenbühlweg",True
2802,2302,SHOF,"Zürich, Schweighof",True
2803,884,FLAG,"Zürich, Freilagerstrasse",True
2804,2306,SCHT,"Zürich, Schwert",True
2807,1307,IHAG,"Zürich, Im Hagacker",True
2808,2899,WIES,"Zürich, Wieslergasse",True
2809,46,ALBG,"Zürich, Albisgütli",True
2810,47,ALBR,"Zürich, Albisrieden",True
2811,979,GIBL,"Zürich, Giblenstrasse",True
2812,1139,HEER,"Zürich, Heerenwiesen",True
2813,3141,LAND,"Zürich, Landiwiese",True
2814,2055,RENT,"Zürich, Rentenanstalt",True
2815,1220,HIRZ,"Zürich, Hirzenbach",True
2816,134,AUZO,"Zürich, Auzelg Ost",True
2817,3148,LETP,"Zürich, Letzipark",True
2818,137,BACH,"Zürich, Bachmattstrasse",True
2820,6416,TRSA,"Zürich, Trichtisal",True
2821,2140,RUET,"Zürich, Rütihof",True
2822,2141,RUST,"Schlieren, Rütistrasse",True
2823,895,FHOE,"Zürich, Friedhof Hönggerberg",True
2824,2142,SBBW,"Zürich, SBB-Werkstätte",True
2825,896,FSWA,"Zürich, Friedhof Schwandenholz",True
2826,897,FSIH,"Zürich, Friedhof Sihlfeld",True
2828,1310,IHUS,"Zürich, Im Hüsli",True
2829,2147,SACK,"Zürich, Sackzelg",True
2830,1311,IKLO,"Zürich, Im Klösterli",True
2831,2402,SING,"Zürich, Singlistrasse",True
2832,1315,IWAL,"Zürich, Im Walder",True
2833,53,ZALL,"Zollikon, Allmend",True
2834,1316,IWIN,"Zürich, Im Wingert",True
2835,54,KALL,"Küsnacht ZH, Allmend",True
2836,1143,HEGA,"Zürich, Hegianwandweg",True
2837,3150,AMBO,"Zürich, Am Börtli",True
2838,3151,APPE,"Zürich, Appenzellerstrasse",True
2839,3153,JUCH,"Zürich, Juchhof",True
2840,3155,ALTW,"Zürich, Schulhaus Altweg",True
2841,1231,HOHE,"Zürich, Hohenklingensteig",True
2843,2320,SCHG,"Zürich, Schönauring",True
2845,1407,KFLU,"Zürich, Kirche Fluntern",True
2846,2999,FZIL,"Fällanden, Zil",True
2847,6250,HIMM,"Zürich, Himmeri",True
2848,2327,SUEB,"Küsnacht ZH, Schübel",True
2849,1239,HOLZ,"Zürich, Holzerhurd",True
2850,2154,SANK,"Kilchberg ZH, Sanatorium",True
2851,1320,IDEY,"Zürich, In der Ey",True
2852,1327,IGAS,"Schlieren, Industrie Gaswerk",True
2853,67,ATRO,"Zürich, Alte Trotte",True
2854,1157,HELM,"Zürich, Helmhaus",True
2855,6600,IMBR,"Aesch bei Maur, Im Brünneli",True
2856,410,BSRU,"Rüschlikon, Schlossstrasse",True
2857,1073,GUTS,"Zürich, Gutstrasse",True
2858,1249,HORN,"Kilchberg ZH, Hornhaldenstr.",True
2859,1075,GOES,"Zumikon, Gössikon",True
2861,2164,SCHZ,"Zürich, Scheuchzerstrasse",True
2862,1503,LANG,"Zürich, Langgrütstrasse",True
2863,1505,LANH,"Rüschlikon, Langhaldenstrasse",True
2864,2167,SIHG,"Küsnacht ZH, Schiedhaldensteig",True
2865,2168,SIHE,"Küsnacht ZH, Schiedhaldenstr.",True
2866,418,BUEB,"Zollikon, Bahnübergang",True
2867,70,ALTE,"Zürich, Altenhofstrasse",True
2868,1162,HERD,"Zürich, Herdernstrasse",True
2869,508,BLEU,"Zürich, Bleulerstrasse",True
2870,1251,HOTT,"Zürich, Hottingerplatz",True
2871,1252,HUBE,"Zürich, Hubertus",True
2872,2341,SUET,"Zollikon, Schützenstrasse",True
2891,493,BINZ,"Zürich, Binz",True
2893,6759,SBAU,"Zürich, Schiffbau",True
2895,3368,FWIG,"Fällanden, Wigarten",True
2906,6825,USEN,"Unterengstringen, Sennenbüel",True
3010,6855,GAL2,"Bergdietikon, Garage 2 LIBU",True
3044,6894,DHEI,"Dietikon, Heimstrasse",True
3049,6779,BBAU,"Binz bei Maur, Bautacher",True
3050,6778,BLAN,"Benglen, Langwis",True
3055,6907,WalLeu,"Waldegg, Leuen",True
3086,6856,TSON01,"Thalwil, Sonnenberg",True
3102,9984,ABS6,"Zürich, Abstellplatz Garage 6",True
3104,9983,WEZW,"Zürich, Wenden Zentralwerkstätte",True
3135,6961,AGRU,"Adliswil, Grundstrasse",True
3158,6975,GLNO,"Zürich, Glaubtenstrasse Nord",True
3176,6986,DHOS07,"Dübendorf, Hochbord Süd",True
3179,6976,BirBas,"Birmensdorf ZH, Bahnhof Süd",True
3198,6999,TWÄR,"Binz bei Maur, Twäracher",True
3206,7000,SMEU,"Schlieren, Meuchwis",True
3217,7022,BAWO,"Zürich, Bahnhof Wollishofen",True
3222,7021,SRAI,"Spreitenbach, Raiacker",True
3225,7020,OSCH,"Oetwil a.d.L., Schweizäcker",True
3234,7003,SGEI,"Schlieren, Geissweid",True
3246,7058,DEPGESS,"Zürich, Depot Gessnerallee",True
3249,7041,ADIE01,"Adliswil, Dietlimoos",True
3253,7038,ZSTQ,"Zollikerberg, Station/Q treff",True
3254,7039,KANE,"Zürich, Kantonsschule Enge",True
3257,7040,HERS,"Zürich, Hertersteg",True
3268,7042,ASUN01,"Adliswil, Sunnau",True
3269,7059,GARR01,"Wädenswil, Garage Rütihof",True
3272,6998,HERM,"Zürich, Hermetschloo",True
3281,3592,KHIR,"Zürich, Klinik Hirslanden",True
3319,6584,USTE,"Zürich, Usteristrasse",True
3323,7106,BALO,"Zürich, Balgrist Ost",True
3336,7069,KLAE,"Kilchberg ZH, Lätten",True
3337,7067,KNEU,"Kilchberg ZH, Neuweid",True
3338,7070,OBER,"Zürich, Obere Hornhalde",True
3339,7065,OGAS,"Oetwil an der Limmat, Gässliacker",True
3360,6923,ZNIE,"Zollikon, Niederhofenrain",True

